Gender,HP,Credit,Years,Marital,Vehicle,Miles,Family,Accident
M,92,715,2,Single,Utility,9759,7,No
M,97,753,15,Single,Utility,7970,1,No
M,137,653,5,Single,Car,96607,4,No
M,84,685,24,Married,Van,13042,7,No
F,165,697,25,Married,Car,12630,5,No
F,286,317,2,Married,Car,51228,1,No
M,465,658,1,Married,Car,46450,5,No
M,80,724,16,Married,Van,6894,3,No
M,128,785,20,Married,Van,10323,6,No
M,191,603,3,Single,Car,13846,8,No
M,305,827,4,Married,Car,21855,4,No
M,104,753,11,Married,Van,9031,6,No
M,390,342,1,Single,Utility,13933,1,No
M,118,688,23,Married,Van,8315,5,No
M,116,685,26,Married,Van,9686,5,No
M,129,771,7,Married,Truck,12214,7,No
M,89,740,12,Married,Truck,6386,7,No
M,188,689,3,Married,Van,90169,8,No
M,80,679,40,Married,Utility,11050,7,No
M,145,649,4,Single,Car,79527,1,No
M,230,707,8,Married,Car,33092,1,No
F,125,721,18,Married,Car,13006,5,No
F,97,750,13,Married,Car,11633,5,No
F,147,710,18,Married,Car,10072,4,No
F,137,772,7,Single,Car,5067,8,No
M,132,693,3,Single,Car,11192,6,No
F,95,675,20,Married,Car,13345,7,No
M,111,704,25,Married,Van,12058,2,No
F,90,774,40,Married,Truck,8911,5,No
M,145,778,16,Married,Van,11976,5,No
F,124,672,25,Married,Car,8909,5,No
F,126,729,34,Single,Car,6415,6,No
M,133,690,17,Married,Van,14953,2,No
M,96,812,5,Married,Truck,19687,4,No
M,82,686,27,Married,Utility,11103,5,No
F,134,687,20,Married,Truck,17581,6,No
F,98,713,25,Married,Car,6028,8,No
M,141,672,29,Married,Truck,14979,4,No
M,119,745,12,Married,Van,7100,4,No
M,690,760,6,Married,Van,14294,8,No
F,424,317,8,Single,Truck,12058,7,No
M,110,684,26,Married,Truck,10779,8,No
F,103,712,10,Married,Car,52817,6,No
M,191,665,5,Single,Car,14152,3,No
M,103,770,19,Married,Van,14507,4,No
F,94,799,21,Married,Truck,8721,1,No
F,311,811,5,Single,Utility,17847,3,No
M,696,628,2,Married,Truck,10317,7,No
F,134,758,20,Married,Truck,6126,4,No
F,622,681,28,Married,Car,17996,1,No
F,140,672,16,Single,Car,12206,3,No
M,493,576,5,Single,Utility,14754,5,No
M,151,737,24,Married,Truck,11429,4,No
F,125,680,13,Married,Car,5032,1,No
F,154,699,17,Married,Car,12532,6,No
F,168,651,6,Single,Van,14358,5,No
M,146,734,15,Married,Van,10222,1,No
M,136,777,16,Married,Truck,13492,1,No
F,284,671,5,Single,Truck,13191,6,No
F,341,539,1,Married,Truck,72472,4,No
M,154,771,19,Married,Van,7971,8,No
F,150,753,16,Married,Truck,11557,4,No
M,438,676,4,Single,Car,11158,7,No
M,99,636,5,Single,Car,50172,8,No
F,160,757,7,Married,Car,13862,6,No
M,159,770,5,Married,Van,6258,6,No
F,111,740,16,Single,Car,5617,6,No
F,280,712,7,Single,Truck,10516,1,No
F,118,732,19,Married,Car,12387,5,No
M,124,721,18,Married,Van,5619,5,No
M,113,770,21,Married,Van,5808,6,No
M,361,659,2,Married,Car,85616,5,No
F,128,751,12,Married,Car,20242,5,No
M,128,710,8,Married,Van,73533,7,No
F,686,701,17,Married,Car,19758,2,No
F,90,670,36,Married,Truck,13619,3,No
M,102,679,20,Married,Van,6340,6,No
M,407,692,4,Married,Car,13381,8,No
F,195,646,8,Single,Van,12816,3,No
M,104,657,2,Single,Car,40863,8,No
M,99,701,10,Married,Truck,93974,2,No
F,153,779,16,Married,Truck,5320,2,No
F,393,616,7,Single,Truck,14968,1,No
M,111,743,35,Married,Van,12800,2,No
M,114,783,14,Married,Van,8349,6,No
F,692,780,3,Married,Car,9202,4,No
F,256,697,13,Married,Car,13528,4,No
F,121,740,11,Married,Car,17200,1,No
M,99,845,13,Single,Utility,9272,2,No
F,154,699,18,Married,Truck,13324,8,No
F,395,594,8,Single,Truck,15499,4,No
M,113,723,16,Married,Truck,6290,2,No
F,559,728,35,Married,Car,5495,5,No
F,467,703,22,Married,Car,24252,3,No
M,463,483,2,Married,Car,13066,6,No
M,82,753,32,Single,Utility,12834,7,No
M,159,790,35,Married,Truck,11216,7,No
M,139,697,3,Single,Car,10111,8,No
F,90,771,12,Married,Truck,11490,8,No
M,95,739,15,Married,Van,12016,8,No
M,155,700,40,Married,Van,13845,3,No
F,281,657,6,Single,Truck,12080,5,No
F,314,687,8,Married,Car,39695,4,No
F,102,775,6,Married,Car,12311,6,No
M,129,754,40,Single,Utility,7087,7,No
M,151,687,5,Married,Van,5283,4,No
F,110,673,13,Married,Truck,12999,7,No
F,623,675,20,Married,Car,20927,8,No
F,151,787,14,Married,Car,5310,8,No
M,188,379,8,Married,Truck,13616,3,No
F,219,735,5,Married,Car,32529,7,No
M,156,715,14,Married,Utility,7526,7,No
F,141,680,11,Married,Car,11035,1,No
M,124,729,12,Married,Van,87138,1,No
M,142,651,1,Single,Car,22491,3,No
F,622,735,24,Married,Car,20670,4,No
M,345,639,5,Married,Car,12576,5,No
M,129,715,19,Married,Utility,6967,5,No
M,100,307,6,Married,Truck,11048,6,No
F,113,773,20,Married,Truck,18613,6,No
M,388,735,4,Married,Car,13286,2,No
F,97,677,15,Married,Car,13835,6,No
F,110,722,18,Married,Car,10960,2,No
M,126,673,10,Married,Truck,64318,6,No
M,179,521,1,Single,Car,14133,6,No
M,130,696,16,Married,Van,8664,3,No
F,129,681,17,Married,Car,8687,8,No
F,668,726,6,Married,Car,21072,3,No
M,152,711,34,Married,Truck,11483,6,No
M,94,791,25,Single,Utility,6848,7,No
F,92,749,22,Married,Car,21452,3,No
F,120,673,18,Married,Truck,5204,6,No
F,123,759,23,Married,Car,22811,7,No
M,290,592,3,Married,Car,12065,2,No
M,384,589,4,Single,Car,10837,5,No
M,143,646,4,Single,Car,99157,2,No
M,140,701,12,Married,Van,31422,7,No
M,390,414,3,Married,Car,13388,1,No
M,107,694,15,Married,Truck,12628,8,No
F,87,768,16,Married,Car,13709,4,No
M,110,696,12,Married,Truck,9991,8,No
F,122,739,14,Married,Truck,5688,6,No
F,653,717,34,Married,Car,17084,1,No
M,97,768,18,Married,Van,13071,4,No
F,149,686,9,Single,Car,42479,8,No
M,526,628,2,Married,Truck,9552,4,No
M,137,690,5,Married,Utility,9709,5,No
M,111,757,17,Married,Van,9643,6,No
F,95,759,15,Married,Truck,5226,8,No
F,157,724,26,Married,Truck,14919,1,No
F,155,795,10,Married,Truck,7659,6,No
M,387,343,5,Married,Car,13617,5,No
M,122,736,12,Single,Utility,14139,5,No
F,576,713,23,Married,Car,22845,1,No
F,136,751,20,Married,Car,15385,3,No
F,131,684,20,Married,Car,6180,4,No
F,96,715,19,Single,Car,9088,8,No
F,155,722,22,Married,Car,6683,2,No
F,130,744,15,Married,Truck,10962,3,No
F,143,718,27,Single,Car,10186,3,No
M,200,697,3,Single,Car,10484,6,No
F,134,670,12,Married,Car,15274,4,No
M,120,671,24,Married,Van,7831,5,No
F,186,660,8,Single,Van,15091,7,No
F,124,689,6,Single,Van,10575,3,No
F,133,754,14,Married,Car,8393,6,No
M,178,665,4,Single,Car,10814,3,No
M,406,646,1,Single,Car,87127,7,No
M,133,716,36,Married,Utility,12327,5,No
F,307,679,16,Married,Car,14999,5,No
F,244,425,11,Single,Truck,13640,8,No
F,481,712,33,Single,Car,9286,3,No
F,98,793,4,Married,Car,9843,6,No
M,389,736,1,Married,Car,13306,3,No
M,155,591,7,Married,Truck,76206,2,No
F,91,727,10,Married,Car,5285,8,No
F,137,701,13,Married,Car,6811,8,No
M,137,681,13,Married,Utility,11199,3,No
M,100,591,4,Single,Car,42974,7,No
M,132,707,17,Married,Van,6985,3,No
M,193,579,4,Single,Car,13783,6,No
M,155,779,25,Single,Utility,11967,8,No
M,424,691,2,Married,Car,11594,4,No
F,136,678,24,Married,Car,12384,5,No
F,149,720,8,Single,Truck,14750,8,No
F,117,736,22,Married,Car,12495,6,No
M,356,800,1,Married,Car,22588,7,No
M,136,744,8,Married,Truck,5901,5,No
M,100,687,39,Married,Truck,6109,4,No
M,106,682,19,Married,Van,9880,5,No
M,142,746,6,Married,Van,13825,2,No
F,132,592,7,Single,Van,49071,7,No
F,141,789,37,Married,Car,9749,2,No
M,147,684,12,Single,Utility,8413,2,No
F,106,672,16,Married,Truck,9014,6,No
F,119,788,9,Married,Car,5431,3,No
F,128,674,33,Single,Car,13445,5,No
M,112,565,5,Married,Truck,11350,4,No
M,433,319,3,Single,Car,12204,1,No
F,242,496,6,Single,Truck,13688,2,No
M,99,721,17,Married,Truck,5260,2,No
M,388,353,1,Married,Car,10485,3,No
F,152,687,25,Married,Car,9979,6,No
M,114,722,18,Married,Van,13959,4,No
F,378,715,25,Married,Truck,16446,4,No
M,158,672,6,Married,Truck,10740,5,No
M,110,750,16,Married,Van,5817,1,No
M,178,645,1,Single,Car,39560,2,No
F,295,722,7,Single,Truck,10328,8,No
M,153,751,21,Married,Van,7868,8,No
F,144,797,17,Married,Car,21264,1,No
F,293,711,7,Single,Utility,11460,1,No
F,90,750,16,Married,Truck,15389,6,No
M,117,609,8,Married,Truck,62546,7,No
F,146,697,38,Married,Car,7697,6,No
F,121,747,20,Married,Car,19849,6,No
M,93,766,3,Married,Van,8617,7,No
M,139,763,7,Married,Van,8119,5,No
F,217,713,13,Married,Car,9359,6,No
M,125,684,13,Married,Van,7767,8,No
M,124,777,29,Married,Truck,9072,1,No
F,700,679,20,Married,Truck,20869,5,No
M,187,706,2,Single,Car,13385,1,No
F,216,697,3,Married,Car,67395,3,No
M,104,758,33,Married,Van,7562,6,No
F,144,752,26,Married,Car,8874,4,No
F,138,628,7,Single,Van,33701,4,No
F,112,681,19,Married,Truck,10955,1,No
F,665,709,32,Married,Car,15694,5,No
M,147,722,18,Married,Van,5367,1,No
M,151,846,15,Single,Utility,7128,7,No
F,247,395,2,Single,Car,65511,5,No
M,392,406,2,Single,Car,18651,4,No
F,131,711,23,Married,Car,7869,2,No
F,197,706,5,Married,Car,82892,2,No
F,147,707,17,Single,Car,6747,6,No
M,96,833,9,Single,Utility,8060,4,No
F,119,793,13,Married,Car,5349,5,No
F,343,649,6,Single,Truck,11292,4,No
F,128,759,16,Married,Truck,10145,3,No
F,224,635,7,Single,Truck,14324,5,No
M,104,799,14,Single,Utility,11756,3,No
F,146,700,15,Married,Car,9478,8,No
M,298,521,1,Married,Car,10742,2,No
M,88,774,12,Married,Truck,10113,4,No
M,455,703,3,Married,Car,14029,2,No
F,141,790,9,Married,Car,17973,5,No
F,100,734,16,Married,Truck,6699,6,No
F,438,417,8,Single,Utility,13380,3,No
M,142,621,3,Single,Car,81413,4,No
F,108,741,5,Married,Truck,11987,6,No
F,135,734,18,Married,Car,5368,2,No
M,91,786,6,Married,Van,9263,6,No
F,294,411,1,Married,Car,86209,5,No
F,606,694,16,Married,Car,23848,8,No
M,117,316,2,Single,Car,11551,5,No
F,126,638,6,Single,Van,48426,8,No
F,119,782,21,Single,Car,13204,2,No
F,200,368,8,Single,Van,13143,6,No
M,96,747,37,Single,Utility,11592,8,No
F,111,757,39,Single,Car,12472,8,No
M,436,456,2,Married,Car,20323,6,No
M,88,678,15,Married,Van,5490,2,No
F,304,578,1,Married,Car,25295,3,No
M,367,727,35,Married,Van,12537,6,No
F,121,692,16,Married,Car,12410,8,No
F,118,673,11,Married,Car,6408,4,No
M,141,684,36,Married,Van,7452,5,No
M,182,580,5,Married,Truck,11295,5,No
F,133,763,40,Married,Truck,8840,3,No
F,114,744,15,Married,Car,13751,3,No
F,118,778,15,Married,Car,10366,2,No
M,99,774,20,Married,Van,11839,2,No
M,117,774,38,Married,Van,11553,3,No
F,83,681,9,Single,Car,70801,6,No
F,643,681,5,Married,Car,23113,6,No
M,86,721,9,Married,Truck,78840,4,No
M,94,725,22,Single,Utility,12773,7,No
M,553,768,5,Married,Van,8322,5,No
F,119,785,38,Married,Truck,8493,7,No
M,322,720,7,Married,Truck,41441,6,No
F,433,644,6,Single,Truck,19594,4,No
M,200,651,7,Married,Truck,13050,7,No
M,87,687,10,Married,Van,11514,1,No
F,430,729,38,Married,Car,10490,8,No
F,211,473,8,Single,Truck,13214,5,No
F,81,732,21,Married,Car,6651,1,No
M,84,842,16,Single,Utility,11639,6,No
F,132,702,17,Married,Car,6588,6,No
M,92,511,6,Married,Truck,11414,4,No
M,150,745,9,Single,Utility,9093,5,No
M,165,650,3,Single,Car,12665,7,No
M,92,677,24,Married,Utility,7771,3,No
F,152,670,24,Married,Truck,12711,6,No
M,334,711,3,Married,Truck,92695,1,No
F,153,725,15,Single,Car,9888,7,No
F,152,701,6,Single,Van,14824,1,No
F,90,699,25,Single,Car,5518,1,No
M,130,678,14,Married,Van,25890,6,No
F,110,796,22,Married,Car,8577,8,No
M,124,702,25,Married,Truck,13952,6,No
M,165,561,1,Married,Van,58566,1,No
M,99,743,23,Married,Van,5698,2,No
F,116,709,18,Married,Car,10079,4,No
F,139,735,23,Single,Car,6432,1,No
M,127,726,23,Single,Utility,9149,3,No
M,80,680,36,Single,Utility,13835,4,No
M,158,673,2,Married,Van,12915,5,No
M,203,605,2,Married,Car,77158,5,No
F,115,700,25,Married,Truck,8242,2,No
F,110,777,15,Married,Truck,13938,5,No
M,84,687,20,Married,Truck,5293,7,No
M,93,677,8,Married,Truck,12156,1,No
M,140,687,20,Married,Van,7613,3,No
F,124,783,14,Single,Car,14236,5,No
M,319,699,10,Married,Car,7866,3,No
M,133,792,18,Married,Van,13574,8,No
F,143,672,21,Married,Car,13934,4,No
F,155,683,10,Single,Car,9329,4,No
M,262,667,5,Married,Car,11064,8,No
M,127,736,34,Married,Truck,8533,4,No
M,121,756,13,Single,Utility,8890,6,No
M,87,698,18,Married,Utility,10640,7,No
M,260,735,8,Married,Van,27341,6,No
F,97,743,17,Married,Car,13842,6,No
F,119,778,40,Married,Car,9088,3,No
F,258,669,5,Single,Truck,13150,5,No
F,83,799,19,Married,Truck,24494,8,No
F,116,703,9,Married,Truck,6822,2,No
M,486,819,3,Single,Utility,16877,7,No
F,120,773,23,Married,Car,22768,6,No
F,116,679,16,Married,Car,12713,5,No
M,126,681,21,Married,Van,6566,8,No
F,91,705,26,Married,Car,12771,5,No
F,92,696,38,Married,Car,8552,3,No
F,571,701,25,Married,Car,20499,4,No
F,110,674,14,Married,Truck,8693,4,No
F,109,785,31,Married,Truck,20445,5,No
F,320,600,8,Single,Truck,12505,5,No
F,89,784,23,Single,Car,11077,1,No
M,105,788,40,Married,Truck,5392,1,No
F,98,768,12,Married,Car,9521,7,No
F,295,715,6,Single,Truck,14547,8,No
M,86,747,24,Married,Van,11975,5,No
F,145,680,9,Married,Truck,13428,6,No
M,120,744,26,Single,Utility,10677,2,No
M,109,731,10,Single,Utility,6036,4,No
M,100,796,15,Married,Truck,11010,4,No
F,520,679,9,Married,Car,21951,3,No
M,120,768,16,Married,Van,7058,1,No
M,107,776,23,Married,Truck,11204,2,No
F,160,771,32,Married,Truck,6464,2,No
F,89,788,9,Married,Truck,8707,3,No
M,105,779,7,Single,Utility,5617,2,No
F,120,707,24,Married,Car,5910,2,No
M,97,685,12,Married,Van,10584,1,No
F,124,781,21,Married,Truck,6219,8,No
F,156,754,24,Married,Truck,11371,5,No
F,663,670,6,Married,Car,19990,4,No
F,135,771,20,Single,Car,12497,4,No
M,147,732,20,Married,Van,8593,2,No
F,120,701,18,Married,Car,9018,3,No
M,109,756,6,Married,Van,6288,6,No
M,200,588,3,Single,Car,10875,1,No
M,153,686,10,Married,Van,9374,5,No
F,532,726,20,Married,Truck,22788,7,No
F,128,672,18,Married,Car,14588,2,No
F,80,673,18,Married,Car,10838,3,No
M,97,761,4,Married,Van,7927,3,No
F,156,725,10,Married,Car,25640,7,No
M,117,798,38,Married,Truck,14049,2,No
F,135,693,24,Single,Car,8582,1,No
M,129,788,38,Single,Utility,12732,8,No
M,93,747,38,Married,Van,5387,1,No
F,332,675,4,Single,Car,78436,1,No
M,80,743,17,Married,Van,12308,7,No
M,139,718,20,Married,Van,12005,3,No
M,123,630,2,Single,Car,93096,1,No
M,158,742,15,Married,Truck,13126,4,No
M,153,746,14,Single,Utility,8191,1,No
F,299,714,3,Single,Car,49056,7,No
F,374,730,8,Single,Truck,10009,5,No
F,129,695,13,Married,Car,10591,4,No
F,102,781,24,Single,Car,7285,3,No
M,121,750,14,Married,Truck,14120,7,No
M,127,784,25,Married,Van,6982,1,No
M,418,678,4,Married,Car,11534,8,No
M,116,784,7,Married,Van,13662,8,No
M,107,690,22,Married,Utility,10962,8,No
M,105,689,6,Married,Van,87725,4,No
M,143,689,11,Married,Van,10856,8,No
M,132,761,20,Married,Van,5504,7,No
F,500,552,6,Single,Truck,11881,1,No
F,98,711,32,Single,Car,13274,4,No
F,146,795,8,Married,Truck,11625,1,No
M,92,744,5,Married,Van,7700,8,No
F,85,799,25,Single,Car,12531,5,No
M,170,650,3,Single,Car,10097,8,No
M,108,704,22,Married,Van,5379,2,No
F,94,704,20,Married,Car,13784,4,No
F,578,645,1,Married,Truck,13432,4,No
M,110,715,19,Married,Truck,14166,1,No
F,370,616,7,Single,Truck,12435,3,No
F,87,710,18,Single,Car,8262,5,No
F,149,685,22,Married,Car,12380,7,No
F,334,735,5,Single,Utility,13747,5,No
F,381,584,1,Married,Truck,5001,6,No
M,83,763,18,Married,Van,9299,5,No
M,104,776,9,Married,Van,13565,6,No
F,285,677,5,Married,Car,25120,8,No
M,403,835,3,Married,Car,20522,4,No
F,148,677,12,Married,Car,12243,6,No
F,148,675,17,Single,Car,14734,1,No
F,151,700,13,Married,Car,9181,3,No
M,198,685,4,Single,Car,11727,7,No
M,89,549,6,Married,Van,60919,8,No
F,133,675,11,Married,Car,8133,3,No
M,152,775,6,Married,Van,11999,2,No
M,253,738,5,Married,Van,77650,7,No
F,299,444,6,Single,Truck,13736,6,No
M,157,756,10,Single,Utility,10003,3,No
M,146,670,25,Single,Utility,9134,6,No
M,114,690,27,Single,Utility,6890,5,No
M,149,686,10,Married,Van,5733,7,No
M,103,803,2,Single,Car,10511,7,No
M,245,627,1,Married,Car,21050,4,No
M,160,732,18,Married,Truck,10304,8,No
M,151,751,8,Married,Van,7214,7,No
M,154,604,6,Married,Truck,20570,6,No
M,160,764,13,Single,Utility,12088,8,No
M,121,795,33,Single,Utility,8870,1,No
F,346,608,5,Single,Truck,12557,4,No
M,144,694,27,Married,Van,14984,1,No
M,159,746,12,Married,Utility,14677,2,No
M,140,842,2,Single,Car,13327,5,No
F,583,718,24,Married,Car,18707,6,No
F,181,672,6,Married,Truck,40402,4,No
F,140,776,3,Married,Truck,9192,3,No
M,155,685,10,Married,Van,84369,1,No
F,417,630,5,Single,Van,13440,4,No
M,96,757,14,Married,Van,10162,8,No
M,554,729,32,Married,Car,8326,6,No
M,142,691,20,Married,Van,5200,5,No
F,86,684,24,Married,Car,6833,3,No
F,297,344,2,Married,Car,84393,1,No
F,113,676,15,Married,Car,5219,7,No
M,86,702,12,Married,Truck,84353,5,No
F,200,380,7,Single,Van,19142,5,No
M,201,648,5,Married,Car,11252,3,No
M,380,677,2,Single,Car,10658,2,No
M,106,774,6,Married,Truck,8612,8,No
F,88,723,27,Married,Truck,12599,5,No
F,232,531,7,Single,Truck,10804,4,No
F,356,504,5,Single,Truck,19747,8,No
F,694,734,9,Married,Car,17313,8,No
F,143,786,15,Married,Car,13194,8,No
M,102,766,33,Married,Van,9389,1,No
F,134,702,36,Married,Car,8481,8,No
M,81,733,15,Married,Truck,7662,5,No
F,129,670,16,Married,Car,5653,6,No
F,151,723,20,Married,Car,6295,6,No
M,131,687,8,Married,Van,6983,4,No
F,106,756,24,Married,Car,22285,1,No
F,115,739,13,Married,Car,13224,8,No
M,322,629,4,Married,Car,14914,3,No
M,95,715,17,Married,Van,11953,5,No
F,134,671,40,Married,Car,24457,4,No
F,94,682,32,Married,Car,12096,2,No
F,102,716,16,Married,Car,13307,6,No
M,103,755,26,Married,Truck,6742,4,No
M,114,711,7,Married,Truck,10563,6,No
M,83,679,12,Married,Van,81689,8,No
F,235,581,5,Single,Truck,22504,3,No
F,350,690,5,Single,Truck,12145,6,No
M,542,671,34,Married,Van,8795,8,No
F,147,675,4,Single,Car,37036,7,No
M,135,786,13,Single,Utility,9883,1,No
F,157,768,20,Married,Truck,5676,2,No
F,89,791,30,Single,Car,10259,2,No
F,125,744,15,Married,Car,14762,7,No
M,108,774,30,Married,Van,6291,6,No
F,99,726,4,Married,Car,40477,7,No
M,643,664,2,Married,Van,12981,5,No
F,109,741,20,Married,Truck,8779,3,No
F,257,672,7,Married,Car,77512,3,No
M,155,717,18,Married,Van,14129,1,No
M,118,732,28,Married,Utility,11446,3,No
M,284,608,1,Married,Car,75928,8,No
M,137,683,9,Married,Van,13035,2,No
M,112,759,20,Married,Van,10141,3,No
M,134,670,37,Married,Van,7866,3,No
M,448,627,2,Married,Car,36829,6,No
M,99,821,8,Single,Utility,7231,8,No
F,135,781,14,Married,Car,9591,7,No
M,90,770,5,Married,Truck,6259,4,No
F,99,718,34,Single,Car,11995,5,No
F,506,703,20,Married,Car,22158,7,No
M,111,780,5,Married,Truck,13709,6,No
M,126,754,13,Married,Truck,8479,7,No
M,129,678,39,Married,Truck,8861,5,No
M,89,756,38,Married,Truck,7178,1,No
M,124,765,16,Married,Truck,13336,2,No
F,145,714,7,Married,Truck,38521,4,No
M,474,587,2,Married,Car,24120,6,No
M,109,793,15,Married,Van,13214,4,No
F,82,512,5,Married,Truck,78068,6,No
M,218,339,5,Single,Car,12279,3,No
M,118,771,28,Married,Van,11124,3,No
F,303,656,8,Single,Utility,14617,6,No
M,101,778,6,Married,Van,10933,3,No
M,118,672,25,Single,Utility,9619,4,No
M,193,600,5,Single,Car,13879,1,No
F,93,691,16,Married,Truck,10113,4,No
M,99,681,14,Married,Van,13181,6,No
M,101,750,21,Married,Van,14164,3,No
M,105,786,23,Married,Van,8677,4,No
M,132,462,5,Single,Car,17266,5,No
F,601,681,35,Married,Car,5517,5,No
M,159,778,10,Married,Truck,7134,8,No
F,85,798,2,Married,Car,21255,2,No
M,127,684,9,Married,Van,47343,1,No
F,99,739,16,Married,Car,5435,3,No
M,106,750,10,Married,Van,7279,5,No
M,155,761,11,Married,Truck,14131,5,No
F,130,754,11,Married,Car,17170,7,No
M,87,527,2,Married,Truck,86637,3,No
M,113,780,40,Single,Utility,9062,6,No
F,298,529,8,Single,Truck,14875,5,No
F,574,734,23,Married,Car,23322,2,No
F,153,758,25,Married,Truck,13783,4,No
M,91,744,24,Married,Utility,14891,7,No
F,270,645,5,Single,Utility,13874,5,No
F,117,707,10,Married,Car,6346,2,No
F,160,687,15,Married,Car,6543,6,No
M,111,709,10,Married,Van,54951,6,No
M,91,776,6,Married,Truck,6529,4,No
F,193,548,7,Single,Van,12331,8,No
F,94,689,20,Married,Car,10994,8,No
M,383,694,1,Married,Car,11862,1,No
M,182,713,5,Married,Truck,13976,5,No
F,106,728,23,Married,Truck,6645,3,No
M,404,703,2,Single,Car,13310,6,No
M,139,793,31,Married,Van,12655,2,No
F,452,599,6,Single,Utility,23481,1,No
M,148,787,18,Married,Truck,11405,8,No
F,240,511,1,Married,Truck,60261,7,No
F,95,720,33,Married,Car,6976,5,No
M,157,683,7,Married,Utility,12177,6,No
M,153,792,26,Married,Van,9068,1,No
M,140,753,10,Married,Van,9418,5,No
F,128,672,20,Married,Truck,8868,5,No
M,109,690,21,Married,Van,5437,7,No
M,198,601,1,Single,Car,21123,8,No
F,112,688,14,Married,Truck,10508,1,No
F,378,628,1,Married,Truck,12721,8,No
M,98,627,4,Single,Car,49882,1,No
M,471,807,2,Married,Car,18269,7,No
F,333,581,7,Single,Truck,13956,2,No
F,307,533,6,Single,Truck,24015,2,No
F,142,787,24,Married,Car,6527,5,No
M,164,524,5,Single,Car,13380,4,No
F,141,762,16,Married,Truck,7900,2,No
F,186,472,7,Single,Van,14162,3,No
M,131,797,19,Married,Truck,8471,8,No
M,101,748,14,Single,Utility,11382,1,No
F,521,706,20,Married,Car,15755,1,No
M,110,406,7,Married,Truck,14937,4,No
M,132,795,35,Married,Van,7339,1,No
F,147,793,19,Married,Car,8589,5,No
M,85,799,18,Married,Utility,7940,1,No
M,178,536,5,Single,Car,10780,2,No
F,101,680,24,Single,Car,6099,5,No
M,120,778,10,Married,Van,12486,8,No
M,81,775,23,Married,Van,13031,1,No
M,257,522,2,Married,Van,56989,5,No
M,139,774,38,Married,Truck,5159,2,No
M,121,707,36,Married,Van,12180,6,No
F,81,542,8,Single,Car,47937,4,No
F,83,716,12,Single,Car,25205,1,No
M,108,794,15,Married,Truck,14417,2,No
M,376,672,4,Single,Car,13716,7,No
F,288,547,1,Married,Car,69923,3,No
M,93,813,1,Married,Truck,11001,4,No
M,160,746,21,Married,Van,10394,4,No
M,96,721,24,Single,Utility,8264,3,No
M,142,729,2,Single,Car,17687,1,No
M,380,736,36,Married,Van,13665,6,No
M,101,714,27,Married,Truck,13166,8,No
M,192,643,4,Single,Car,10727,8,No
M,125,755,31,Married,Utility,5204,5,No
M,151,735,33,Married,Truck,5951,6,No
F,127,764,18,Married,Car,11784,7,No
F,159,761,20,Married,Car,15699,5,No
F,227,721,7,Married,Car,30825,5,No
M,242,631,4,Single,Utility,14272,4,No
M,156,772,13,Married,Truck,7549,1,No
F,98,791,20,Married,Car,13032,8,No
F,151,761,35,Married,Car,8263,5,No
M,122,742,13,Married,Van,12788,1,No
M,133,728,18,Married,Van,12719,4,No
M,80,671,5,Married,Van,10368,2,No
M,151,565,2,Single,Car,12988,7,No
F,137,778,20,Married,Car,15326,5,No
F,117,693,10,Married,Car,6527,2,No
